transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
XJBS707J6F56ZS,3.53E+15,dki,Dr. Karen Halim,F,1987,5F,Kampung Melayu - Tanah Abang,1,B02082P,Casablanca,-6.22425,106.84452,19,4/19/2023 20:03,B05695P,Telkom Tebet,-6.224064,106.8516,20,4/19/2023 21:45,3500
VLNU919Q8Q14WF,4.31E+18,brizzi,Timbul Suartini,F,1996,S11,BSD - Jelambar,1,B00118P,Batalyon Kavaleri 2,-6.252704,106.65081,13,4/19/2023 17:33,B02405P,Melati Mas Residence 2,-6.271291,106.65563,18,4/19/2023 19:13,3500
BZVT944U7M61IY,3.89E+13,bni,Anggabaya Suartini,F,1994,11Q,Kampung Melayu - Pulo Gebang via BKT,0,P00174,Perumnas Klender,-6.216689,106.93054,3,4/19/2023 19:06,B02016P,Komplek Abadi 2,-6.229722,106.90813,15,4/19/2023 20:07,3500
BVXU723R7J47PT,4.67E+15,dki,Maryadi Simanjuntak,F,1992,M10,PGC 2 - Tanjung Priok,0,P00035,Cempaka Mas,-6.165888,106.8792,14,4/19/2023 21:37,P00171,Permai Koja Arah Utara,-6.11413,106.89309,19,4/19/2023 23:32,3500
BSNA879W8J55LX,6.54E+15,dki,Harsaya Rahayu,M,1998,2A,Pulo Gadung - Rawa Buaya via Balai Kota,0,P00088,Jembatan Baru,-6.154831,106.73038,23,4/19/2023 19:00,P00201,Rawa Buaya,-6.153908,106.72619,24,4/19/2023 20:49,3500
OCRI844J9Z37ZM,3.55E+15,dki,Bakiono Situmorang,F,1983,D31,Cinere - Kuningan,0,B01963P,Kemenkes 2,-6.2287,106.83302,8,4/19/2023 17:14,B01893P,Kedubes Malaysia,-6.22384,106.83259,10,4/19/2023 18:08,20000
SAHF649M3C39OM,4.92E+15,dki,Zelda Irawan,M,1983,9H,Blok M - Universitas Indonesia,1,B03311P,Santo Lukas,-6.244763,106.84319,12,4/19/2023 18:31,B02277P,Masjid At Taqwa 1,-6.276957,106.84587,25,4/19/2023 20:04,3500
IBQU358O1C44EF,4.75E+18,brizzi,"Rina Simanjuntak, S.Ked",F,1986,T21,Palem Semi - Bundaran Senayan,0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,11,4/19/2023 21:18,B00222P,Bundaran Senayan 2,-6.227877,106.80068,12,4/19/2023 22:36,20000
DCNQ615B1O60WK,5.74E+11,flazz,Xanana Hartati,M,1981,8,Lebak Bulus - Pasar Baru via Tomang,1,P00054,Duri Kepa,-6.185266,106.76842,11,4/19/2023 21:55,P00108,Kebon Jeruk,-6.194311,106.76887,12,4/19/2023 23:07,3500
YIFX454L0J42JX,6.01E+15,dki,Novi Tamba,M,1965,L13E,Puri Beta - Kuningan (Express),1,P00073,GOR Sumantri,-6.221618,106.832245,4,4/19/2023 19:06,P00268,Velbak,-6.239433,106.78552,9,4/19/2023 19:59,3500
UFTT553T3I48GP,2.72E+15,dki,Kasiyah Lestari,F,2007,JIS3,Harmoni - Jakarta International Stadium,1,P00114,Kemayoran Landas Pacu Timur,-6.152181,106.85424,9,4/19/2023 20:01,P00046,Danau Agung,-6.146869,106.85805,10,4/19/2023 21:55,3500
JVTO349Z8S61JA,4.63E+12,online,Fathonah Nainggolan,F,1992,8E,Bintaro - Blok M,1,B00349P,Flyover Bintaro,-6.25748,106.76478,23,4/19/2023 21:56,B05403P,SPBU Bintaro Pondok Betung,-6.261488,106.75659,29,4/19/2023 23:27,3500
BUJS394J3P27LT,4.86E+15,dki,Kiandra Farida,F,1995,6U,Blok M - Pasar Minggu,1,B00693P,Grand Pasar Minggu,-6.290648,106.84236,5,4/19/2023 17:29,B05899P,Wolter Monginsidi,-6.238799,106.81376,23,4/19/2023 19:13,3500
EQKV041T8J74GZ,2.13E+14,emoney,Gaman Prasetyo,F,1987,5M,Kampung Melayu - Tanah Abang via Cikini,1,B02425P,Sbr. Kanisius,-6.185519,106.83586,12,4/19/2023 21:47,B05236P,Slamet Riyadi 2,-6.207639,106.85911,26,4/19/2023 23:19,3500
CJCI786W2K31HF,4.19E+18,brizzi,"R. Legawa Yuliarti, S.Psi",F,1996,9N,Pinang Ranti - Pramuka,1,P00064,Garuda Taman Mini,-6.290154,106.88116,1,4/19/2023 21:24,P00179,Pinang Ranti,-6.291075,106.88634,2,4/19/2023 22:56,3500
MIOQ313O6B95TZ,4.46E+18,brizzi,Hendra Lazuardi,F,1980,2P,Gondangdia - Senen,0,B00390P,Gambir 3,-6.178796,106.83095,5,4/19/2023 17:20,B03201P,RSPAD 3,-6.175462,106.83922,11,4/19/2023 18:47,3500
BECA746W8W28ZO,4.11E+15,dki,Daru Hardiansyah,M,1960,6N,Ragunan - Blok M via Kemang,1,B04582P,Sbr. Villa Ampera,-6.273031,106.81562,13,4/19/2023 17:07,B00038P,Ampera 4,-6.291345,106.8172,19,4/19/2023 18:26,3500
CSTB777N0O82ZR,3.05E+13,bni,Aurora Rahayu,F,2000,R1A,Pantai Maju - Kota,0,B00377P,Fresh Market PIK,-6.1029,106.74123,5,4/19/2023 17:23,B06659P,Polsek Penjaringan,-6.125179,106.80118,29,4/19/2023 18:31,3500
WWJG712F5G13QU,5.72E+11,flazz,Queen Tarihoran,M,1983,5,Matraman Baru - Ancol,0,P00142,Pal Putih,-6.184631,106.84402,7,4/19/2023 19:44,P00021,Budi Utomo,-6.166063,106.83906,9,4/19/2023 20:43,3500
ORMB876I3Z97JA,6.30E+11,flazz,"Jaswadi Padmasari, S.E.I",F,1993,6D,Stasiun Tebet - Karet via Underpass,0,B01834P,Karet Pedurenan 2,-6.221462,106.82109,14,4/19/2023 21:47,B03396P,Kota Kasablanka,-6.224688,106.84246,20,4/19/2023 23:39,3500
TIFK169I9R12VK,6.54E+15,dki,"R.A. Ani Mahendra, S.Gz",F,1996,13C,Puri Beta - Dukuh Atas,1,P00043,Cipulir,-6.237818,106.76541,13,4/19/2023 17:38,P00096,JORR,-6.236104,106.75488,15,4/19/2023 18:29,3500
HKGW668Q5Y04AJ,3.57E+15,dki,Daliono Kurniawan,F,1986,B14,Bekasi Barat - Kuningan,0,B02103P,Kuningan Madya 2,-6.213358,106.83027,13,4/19/2023 17:33,B02411P,Menara Duta,-6.208617,106.82986,14,4/19/2023 18:52,20000
YDML884B4L26VH,4.84E+18,brizzi,Halim Siregar,F,1987,1K,Cibubur Junction - Blok M,0,B05544P,Summitmas,-6.225826,106.80402,6,4/19/2023 21:03,P00112,Kejaksaan Agung,-6.2405,106.79844,8,4/19/2023 22:19,20000
JKLN194R1B98AB,4.39E+18,brizzi,"Ratih Nurdiyanti, M.Pd",M,2008,1T,Cibubur - Balai Kota,0,B02863P,Plaza Indonesia,-6.193733,106.8228,11,4/19/2023 20:53,B00102P,Balai Kota 1,-6.180598,106.82847,16,4/19/2023 22:31,20000
TZRO051S8S80FS,4.48E+18,brizzi,Dalima Hariyah,M,1974,JIS3,Harmoni - Jakarta International Stadium,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,4/19/2023 19:50,B01745P,Jembatan Item,-6.130078,106.85492,13,4/19/2023 20:55,3500
TGJA651E7X11AJ,4.74E+15,dki,"Widya Hastuti, S.Kom",F,1996,5F,Kampung Melayu - Tanah Abang,1,B05695P,Telkom Tebet,-6.224064,106.8516,20,4/19/2023 20:19,B01805P,Kampung Melayu Kecil,-6.22499,106.86306,22,4/19/2023 21:26,3500
YWNT664M2Z44YV,3.48E+14,emoney,Ibrahim Padmasari,F,2009,2,Pulo Gadung - Monas,1,P00122,Kwitang,-6.181051,106.83866,3,4/19/2023 17:02,P00207,RS Islam,-6.168676,106.87027,9,4/19/2023 18:30,3500
BYYP970F9N60XD,3.72E+14,emoney,Uli Suartini,F,2012,1T,Cibubur - Balai Kota,1,B03313P,MH Thamrin 1,-6.188081,106.82317,4,4/19/2023 17:36,B00226P,Buperta Cibubur,-6.370321,106.89628,14,4/19/2023 19:17,20000
QMLF748A5R39NN,3.01E+13,bni,Dina Pratiwi,M,1988,S11,BSD - Jelambar,1,B05903P,WTC Matahari 2,-6.266719,106.65469,17,4/19/2023 17:39,B06063P,Polsek BSD,-6.296063,106.68131,25,4/19/2023 18:32,3500
LUBH541F5Z90VK,4.49E+18,brizzi,Irma Nababan,M,2003,10D,Kampung Rambutan - Tanjung Priok,0,P00196,Pulo Mas Bypass,-6.176953,106.876,9,4/19/2023 18:05,P00060,Flyover Raya Bogor,-6.3065,106.8657,15,4/19/2023 19:48,3500
OTYM540C9E10IC,3.57E+15,dki,"Endra Lestari, S.Psi",F,2004,4C,TU Gas - Bundaran Senayan,1,B05432P,St. Cikini Selatan,-6.200967,106.84287,11,4/19/2023 18:04,P00188,Pramuka BPKP,-6.192192,106.87401,19,4/19/2023 19:58,3500
SZZH185X9Q56IJ,3.53E+15,dki,Citra Lestari,F,2010,10H,Tanjung Priok - Blok M,0,P00161,Pecenongan,-6.16771,106.82819,6,4/19/2023 18:09,P00026,Bundaran Senayan,-6.227869,106.80094,14,4/19/2023 19:42,3500
EZYG668M6I75JW,2.27E+15,dki,"Maida Suryono, S.Gz",F,2011,12B,Pluit - Senen,0,P00092,Jembatan Merah,-6.146731,106.83427,21,4/19/2023 21:44,B05725P,Term. Senen,-6.17356,106.84213,24,4/19/2023 23:23,3500
MMIH778A8O82YV,6.54E+15,dki,Kairav Rajasa,F,2002,5N,Kampung Melayu - Ragunan,1,B02781P,Pertigaan Pejaten Barat,-6.275464,106.82066,29,4/19/2023 21:07,B00243P,Cervino Village,-6.224355,106.85165,58,4/19/2023 22:11,3500
HVEY810Q2G18HC,3.50E+15,dki,R. Murti Uyainah,F,2005,6B,Ragunan - MH Thamrin via Semanggi,1,P00273,Warung Jati,-6.262364,106.82977,9,4/19/2023 18:44,P00048,Departemen Pertanian,-6.294641,106.82213,14,4/19/2023 19:49,3500
QHMK706U0O21GU,6.76E+11,flazz,Keisha Handayani,M,1984,6P,Cibubur - Kuningan,0,B01963P,Kemenkes 2,-6.2287,106.83302,6,4/19/2023 20:26,B00664P,GOR Sumantri 2,-6.221038,106.83189,9,4/19/2023 22:10,20000
XYNC228Y1Y55NL,3.03E+13,bni,Legawa Oktaviani,F,1985,B14,Bekasi Barat - Kuningan,0,B02103P,Kuningan Madya 2,-6.213358,106.83027,13,4/19/2023 21:55,B02411P,Menara Duta,-6.208617,106.82986,14,4/19/2023 23:26,20000
VTIQ107R8A75VU,2.13E+14,emoney,Najib Gunawan,M,1975,S21,Ciputat - CSW,1,B03033P,Pusdiklat Kemenag 2,-6.312209,106.75252,25,4/19/2023 17:44,B02600P,Ps. Ciputat,-6.315627,106.74688,26,4/19/2023 19:14,3500
MIVW680S9U75WL,1.80E+14,emoney,Hj. Ana Laksita,F,1990,6H,Senen - Lebak Bulus,0,B05431P,St. Cikini Barat,-6.199614,106.84183,18,4/19/2023 20:11,B03214P,RSUD Pasar Minggu,-6.293553,106.82083,41,4/19/2023 21:03,3500
ZWKK217D8X13TA,1.80E+14,emoney,Marwata Najmudin,F,2009,4F,Pinang Ranti - Pulo Gadung,1,B00645P,Giant Pondok Gede 1,-6.278286,106.91327,36,4/19/2023 20:54,B02667P,Ps. Pondok Gede,-6.285665,106.91158,38,4/19/2023 22:54,3500
XOAI381R0N84CL,4.10E+18,brizzi,Maimunah Thamrin,F,1997,2B,Harapan Indah - ASMI,0,P00195,Pulo Mas,-6.174736,106.89277,24,4/19/2023 17:17,P00005,ASMI,-6.171797,106.8888,25,4/19/2023 18:24,3500
MZBM056P0M21VS,5.34E+15,dki,Ibrahim Farida,F,1975,7,Kampung Rambutan - Bidara Cina,1,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,4/19/2023 21:16,P00101,Kampung Rambutan,-6.309885,106.88216,16,4/19/2023 22:08,3500
WDAY844W4B33VS,3.54E+15,dki,Yuliana Haryanto,M,1989,8E,Bintaro - Blok M,0,B02759P,Pertamina Bina Medika,-6.253111,106.77389,16,4/19/2023 17:35,B03052P,Puskesmas Kel. Gunung,-6.239678,106.79024,26,4/19/2023 19:19,3500
YQGR534D0R43YL,6.01E+15,dki,"drg. Martaka Situmorang, S.Sos",M,1992,9C,Pinang Ranti - Bundaran Senayan,1,P00064,Garuda Taman Mini,-6.290154,106.88116,14,4/19/2023 20:23,P00179,Pinang Ranti,-6.291075,106.88634,15,4/19/2023 21:35,3500
INKS111A2S80NN,3.00E+13,bni,Hj. Mala Permata,M,1982,3E,Puri Kembangan - Sentraland Cengkareng,0,B05317P,SMKN 42,-6.144079,106.72937,4,4/19/2023 18:25,B01896P,Kejaksaan Negeri Jakbar,-6.184648,106.73731,16,4/19/2023 20:20,3500
GUCM100D1C15HA,6.01E+15,dki,Cut Malika Wastuti,M,1967,1,Blok M - Kota,0,P00293,Sawah Besar Arah Utara,-6.157418,106.81846,15,4/19/2023 20:11,P00139,Olimo,-6.1493,106.81669,17,4/19/2023 21:04,3500
WFVF315Z4R58UE,4.66E+15,dki,Galih Budiyanto,F,2005,8A,Jelambar - Juanda,1,P00176,Petojo,-6.169984,106.81698,2,4/19/2023 18:14,P00209,RS Tarakan,-6.171146,106.81011,3,4/19/2023 19:35,3500
BQLB677G8G54PA,3.04E+13,bni,Carla Gunawan,M,1965,8E,Bintaro - Blok M,0,B00145P,Bintaro Gg. Masjid,-6.27026,106.75217,1,4/19/2023 21:47,B02008P,Kolong Tol Guru Saleh,-6.257605,106.76529,11,4/19/2023 23:18,3500
ZECE151B5Q82JI,4.43E+18,brizzi,Dt. Gandi Wacana,M,1981,6A,Ragunan - MH Thamrin via Kuningan,0,P00103,Karet Kuningan,-6.21667,106.830737,14,4/19/2023 19:44,P00222,Setiabudi Utara,-6.209189,106.830237,16,4/19/2023 20:51,3500
ZKWJ345D3J02BY,2.30E+15,dki,"Simon Utama, S.Psi",F,1987,4C,TU Gas - Bundaran Senayan,1,P00071,Gelora Bung Karno,-6.224217,106.8058,1,4/19/2023 18:07,P00135,Matraman 2,-6.19891,106.8545,15,4/19/2023 19:35,3500
XBKH666S8N74TW,3.01E+13,bni,Sutan Lukita Hartati,M,2008,13B,Puri Beta - Pancoran Barat,1,P00136,Mayestik,-6.241921,106.79077,6,4/19/2023 17:18,P00242,Swadarma,-6.23755,106.76065,11,4/19/2023 18:49,3500
KCJL220N3X46HN,5.47E+15,dki,Kamila Sudiati,M,1988,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,P00258,Tipar Cakung,-6.183387,106.92463,31,4/19/2023 17:08,P00191,PTC Pulo Gadung,-6.182622,106.91561,32,4/19/2023 18:50,3500
HUBW235X5R26ND,5.85E+11,flazz,"Tgk. Dasa Pangestu, S.E.I",F,1965,7E,Kampung Rambutan - Ragunan,1,B01405P,Jln. Muara 1,-6.304063,106.85061,10,4/19/2023 20:38,B03148P,RS Jantung Binawaluya,-6.30841,106.87071,15,4/19/2023 22:15,3500
JGFS169U6B34WE,4.75E+15,dki,Banara Salahudin,M,1946,9A,PGC 2 - Grogol 2,1,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,10,4/19/2023 18:14,P00297,BNN LRT,-6.245863,106.871143,15,4/19/2023 19:04,3500
MAPS283W7K32OK,3.62E+13,bni,R.M. Ega Hidayat,F,2012,7F,Kampung Rambutan - Juanda via Pasar Baru,1,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,4/19/2023 19:58,P00101,Kampung Rambutan,-6.309885,106.88216,16,4/19/2023 21:03,3500
TPUV069S4F92QJ,3.57E+15,dki,Winda Habibi,M,2011,6T,Pasar Minggu - Velbak,0,B06733P,Jln. Pangeran Antasari III,-6.257481,106.807869,29,4/19/2023 20:48,B02631P,Ps. Keramik Panglima Polim,-6.252307,106.797286,35,4/19/2023 22:31,3500
OPGN678G4F85SC,4.66E+15,dki,Raisa Maryadi,F,1990,6N,Ragunan - Blok M via Kemang,1,B02859P,Plaza Adorama,-6.258301,106.81519,7,4/19/2023 21:04,B03197P,RSIA Kemang,-6.285839,106.8188,18,4/19/2023 21:56,3500
NUZF359A1H66PE,4.78E+18,brizzi,"Nasim Natsir, M.M.",M,1987,7,Kampung Rambutan - Bidara Cina,0,P00016,BKN,-6.257751,106.87,7,4/19/2023 18:56,P00070,Gelanggang Remaja,-6.235445,106.86795,12,4/19/2023 19:51,3500
LDHI687U7P65SZ,4.77E+12,online,Uchita Hassanah,M,1985,5,Matraman Baru - Ancol,1,P00253,Tegalan,-6.203101,106.85715,12,4/19/2023 21:58,P00109,Matraman Baru,-6.21288,106.86115,14,4/19/2023 23:48,3500
GQNW630L9C08PE,1.80E+14,emoney,Harsaya Ramadan,F,2002,8D,Joglo - Blok M,1,B01235P,Jln. Kb. Nanas,-6.220356,106.78136,15,4/19/2023 21:53,B00104P,Balai Pertamina,-6.229555,106.79052,16,4/19/2023 23:22,3500
DTJL842W7G68JE,3.77E+14,emoney,Drs. Rina Nasyiah,M,1987,L13E,Puri Beta - Kuningan (Express),0,P00120,Kuningan Madya,-6.21341,106.8305,10,4/19/2023 21:40,P00124,Latuharhary,-6.202761,106.82771,12,4/19/2023 23:20,3500
QJHZ495H0N24YB,4.13E+15,dki,Jaswadi Suartini,F,2012,1K,Cibubur Junction - Blok M,0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,7,4/19/2023 19:41,P00112,Kejaksaan Agung,-6.2405,106.79844,8,4/19/2023 20:51,20000
SWWJ333P8P39IB,60403675436,flazz,Dr. Taufan Jailani,F,1989,D11,Depok - BKN,0,B03563P,Sbr. Gg. Saminten,-6.379273,106.84919,7,4/19/2023 21:45,P00016,BKN,-6.257751,106.87,12,4/19/2023 23:20,3500
QPAG833V6C80YS,1.80E+14,emoney,Fitriani Mansur,M,2007,1P,Senen - Blok M,0,B00291P,Dana Reksa,-6.181365,106.82451,14,4/19/2023 19:10,B02873P,Plaza Sentral,-6.216247,106.81676,26,4/19/2023 20:43,3500
VJEL962Y2Q56NG,4.58E+15,dki,"Shania Waluyo, S.Farm",F,1989,8D,Joglo - Blok M,1,B02392P,Mayestik 2,-6.241772,106.79096,20,4/19/2023 19:14,P00045,CSW 2,-6.239861,106.79783,23,4/19/2023 20:53,3500
ZKSG410R6Y53NT,3.65E+13,bni,"Tgk. Farhunnisa Pertiwi, S.Farm",M,1999,S21,Ciputat - CSW,0,B02217P,Margaguna 1,-6.263332,106.78775,18,4/19/2023 19:37,B00332P,Dwijaya,-6.262287,106.78855,19,4/19/2023 21:26,3500
BCOW548S1Q27UP,1.80E+14,emoney,"R.A. Vivi Utama, S.T.",M,1969,4B,Stasiun Manggarai - UI,0,B02916P,Poltek Bunda Kandung,-6.312052,106.83849,36,4/19/2023 18:54,B05463P,St. Lenteng Agung 1,-6.330883,106.83542,41,4/19/2023 20:18,3500
OMWK255V2O15LU,3.00E+13,bni,Nilam Mayasari,F,2005,6B,Ragunan - MH Thamrin via Semanggi,0,P00164,Pejaten,-6.278404,106.82972,4,4/19/2023 17:24,P00051,Dukuh Atas,-6.205702,106.82223,13,4/19/2023 18:39,3500
FNEC917U4E20HC,4.97E+15,dki,Jabal Siregar,F,1982,3E,Puri Kembangan - Sentraland Cengkareng,1,B04933P,Simpang Kembangan Selatan,-6.184495,106.72967,4,4/19/2023 21:23,B04902P,Simpang Kapuk Cengkareng,-6.1343,106.73051,19,4/19/2023 22:35,3500
GSVT089H4O42UZ,3.04E+13,bni,"R. Cawuk Pratiwi, M.M.",F,1988,B14,Bekasi Barat - Kuningan,0,B00163P,BNI Syariah,-6.227256,106.83291,9,4/19/2023 18:46,B00664P,GOR Sumantri 2,-6.221038,106.83189,11,4/19/2023 20:45,20000
TWCT994S3P65WK,4.37E+15,dki,"Jayadi Zulaika, M.Ak",F,1992,12A,Pelabuhan Kaliadem - Kota,1,B02884P,PLTU,-6.113368,106.78533,9,4/19/2023 20:11,B05253P,SMAK Penabur Enam 2,-6.115644,106.77506,15,4/19/2023 21:39,3500
CVMC748K1Q85UR,2.42E+15,dki,Maida Oktaviani,M,1990,12,Tanjung Priok - Pluit,1,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18,4/19/2023 20:26,P00055,Enggano,-6.11015,106.89242,19,4/19/2023 21:25,3500
DQYE991H4I82TG,6.01E+15,dki,"Alika Hutasoit, S.Gz",M,1980,10,Tanjung Priok - PGC 2,1,P00002,Ahmad Yani Bea Cukai,-6.205526,106.87378,8,4/19/2023 18:57,P00241,Sunter Kelapa Gading Arah Utara,-6.1429,106.89076,16,4/19/2023 20:55,3500
WJHG952A2J54EE,3.78E+14,emoney,Kani Hariyah,F,1983,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0,B05739P,The Wave,-6.214587,106.83642,29,4/19/2023 17:13,B05644P,Taman Rasuna Tower 17,-6.217105,106.83598,30,4/19/2023 18:33,3500
XIRB369D0M88IU,3.51E+15,dki,"drg. Karna Lestari, M.Kom.",M,2003,6C,Stasiun Tebet - Karet via Patra Kuningan,0,B04016P,Sbr. Manhattan Hotel,-6.225591,106.83013,15,4/19/2023 17:08,B01833P,Karet Pedurenan 1,-6.221933,106.82093,19,4/19/2023 18:21,3500
DKZS963L2P64BA,4.36E+18,brizzi,Harsaya Utama,F,2001,13D,Puri Beta - Ragunan,1,P00164,Pejaten,-6.278404,106.82972,4,4/19/2023 19:17,P00221,Seskoal,-6.238064,106.77121,17,4/19/2023 20:16,3500
DJXV423O1Q91ZG,3.56E+15,dki,Darman Salahudin,M,1983,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,B03405P,SDN Penggilingan,-6.205255,106.93004,13,4/19/2023 17:56,P00258,Tipar Cakung,-6.183387,106.92463,31,4/19/2023 19:24,3500
JWAM925D2Z91QA,3.47E+14,emoney,Agnes Oktaviani,F,1993,T11,Poris Plawad - Bundaran Senayan,1,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,2,4/19/2023 18:42,P00226,Slipi Kemanggisan Arah Utara,-6.189906,106.79694,4,4/19/2023 20:12,3500
MZPC199K7X39OU,2.38E+15,dki,Puti Salwa Nainggolan,M,2011,9,Pinang Ranti - Pluit,1,P00279,Pancoran Tugu Arah Timur,-6.243082,106.84392,17,4/19/2023 20:02,P00040,Cikoko Stasiun Cawang Arah Timur,-6.243028,106.85814,19,4/19/2023 21:06,3500
XFQR537O2N12QI,1.80E+14,emoney,Rafid Pranowo,F,2004,6U,Blok M - Pasar Minggu,0,B06632P,Buncit Indah 2,-6.274071,106.83047,19,4/19/2023 21:17,B06029P,Koperasi,-6.285978,106.83071,22,4/19/2023 22:12,3500
RKDE923B1F21FE,2.72E+15,dki,Adiarja Waluyo,M,2002,6,Ragunan - Dukuh Atas 2,0,P00121,Kuningan Timur,-6.234731,106.82902,10,4/19/2023 17:24,P00298,Dukuh Atas 2,-6.204494,106.823327,18,4/19/2023 18:52,3500
VXTD724S3D03DB,3.02E+13,bni,"dr. Aisyah Kusumo, M.Ak",F,1993,S21,Ciputat - CSW,1,B01304P,Jln. KRI Harimau,-6.253467,106.79112,6,4/19/2023 17:06,B02218P,Margaguna 2,-6.26343,106.78772,12,4/19/2023 18:41,3500
FSUC909B6A54WX,6.76E+11,flazz,"T. Damar Suwarno, M.Pd",F,1991,M13,Puri Beta 2 - Tendean,1,P00221,Seskoal,-6.238064,106.77121,6,4/19/2023 19:43,P00001,Adam Malik,-6.236466,106.74786,10,4/19/2023 21:01,3500
VDYV838L5X81OD,2.29E+15,dki,dr. Cayadi Yuliarti,F,1986,1K,Cibubur Junction - Blok M,1,B00589P,GBK Pintu 7,-6.222095,106.80861,5,4/19/2023 19:16,B03094P,Rest Area Cibubur,-6.339993,106.89078,9,4/19/2023 20:15,20000
NKEI315U2W53QP,3.58E+15,dki,"Endra Nababan, M.Farm",F,2011,4D,Pulo Gadung 2 - Kuningan,0,P00047,Departemen Kesehatan,-6.228794,106.833205,19,4/19/2023 18:20,P00160,Patra Kuningan,-6.232677,106.832087,20,4/19/2023 19:15,3500
KWYV923T4J85HK,4.85E+12,online,"Lanang Setiawan, S.I.Kom",F,1994,D21,Universitas Indonesia - Lebak Bulus,1,B05508P,St. Tj. Barat 1,-6.307524,106.83926,23,4/19/2023 17:47,B05881P,Wijaya Kusuma,-6.333008,106.83567,32,4/19/2023 19:25,3500
ORLC920K3D87XH,3.72E+14,emoney,"Rosman Prasasta, M.Kom.",M,1989,D21,Universitas Indonesia - Lebak Bulus,1,B05569P,Syibi,-6.350345,106.83272,35,4/19/2023 21:33,B05830P,Univ. Indonesia,-6.353357,106.83186,36,4/19/2023 22:45,3500
OHKI363Z5Q19GS,2.13E+14,emoney,Jarwi Yolanda,M,2003,M13,Puri Beta 2 - Tendean,1,P00221,Seskoal,-6.238064,106.77121,6,4/19/2023 18:06,P00043,Cipulir,-6.237818,106.76541,7,4/19/2023 19:28,3500
AGDY616S6Y05AJ,4.12E+15,dki,Jais Marpaung,M,2007,S21,Ciputat - CSW,1,B05233P,Situ Gintung 2,-6.301629,106.76139,20,4/19/2023 19:01,B02904P,Polsek Ciputat 2,-6.310464,106.7551,24,4/19/2023 21:00,3500
JREJ758W1F76QN,3.54E+15,dki,Jasmani Tamba,M,2002,6P,Cibubur - Kuningan,0,B02105P,Kuningan Timur 2,-6.235912,106.82765,3,4/19/2023 19:45,B01962P,Kemenkes 1,-6.230706,106.83284,5,4/19/2023 21:25,20000
XZTP184M4V38VH,6.01E+15,dki,"Hj. Putri Marpaung, S.Kom",M,1992,4,Pulo Gadung 2 - Tosari,0,P00167,Pemuda Rawamangun,-6.193488,106.89165,4,4/19/2023 17:58,P00159,Pasar Rumput,-6.207125,106.84112,13,4/19/2023 19:12,3500
FYJZ985B4B72ZL,3.51E+15,dki,Balijan Damanik,M,2003,B21,Bekasi Timur - Cawang,0,B02920P,Pom Bensin Mulyadi,-6.252929,107.02303,5,4/19/2023 21:22,B00665P,GP Mall 1,-6.259636,107.01988,9,4/19/2023 22:46,3500
EAXA276B1C04QZ,4.33E+18,brizzi,Drs. Asirwanda Januar,F,1999,1B,Stasiun Palmerah - Tosari,1,P00104,Karet Sudirman,-6.212457,106.82003,2,4/19/2023 19:24,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,3,4/19/2023 20:23,3500
NXBT311I5I29CE,3.50E+15,dki,Paiman Januar,F,1996,5F,Kampung Melayu - Tanah Abang,1,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292,24,4/19/2023 21:35,B05512P,St. Tebet 3,-6.225604,106.85923,25,4/19/2023 22:29,3500
PKNU655C9I29XG,4.68E+12,online,Restu Pudjiastuti,M,1980,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B01578P,Jln. Serdang,-6.228906,106.91459,15,4/19/2023 21:43,P00169,Penggilingan,-6.214132,106.93961,25,4/19/2023 23:03,3500
YAJU269X1Q14RT,2.13E+14,emoney,"Bahuwarna Prayoga, S.Sos",F,1983,6,Ragunan - Dukuh Atas 2,0,P00273,Warung Jati,-6.262364,106.82977,6,4/19/2023 19:28,P00047,Departemen Kesehatan,-6.228794,106.833205,12,4/19/2023 20:36,3500
BJOG265S8D35VM,2.13E+14,emoney,Kenari Pangestu,M,1996,6H,Senen - Lebak Bulus,1,B00810P,Istiqlal 1,-6.172371,106.83071,33,4/19/2023 20:45,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,35,4/19/2023 22:26,3500
